Date;Description;Distance (km);Time;Time (seconds);Speed (km/h);Best 250m (km/h);Best 500m (km/h);Best 1000m (km/h);Best 5km (km/h);Best 10km (km/h);Best 20km (km/h);Best 50km (km/h);Best 100km (km/h);Best 30 min (km/h);Best 1 h (km/h);Best 2 h (km/h);Best 3 h (km/h);Best 4 h (km/h);Best 5 h (km/h);Max gradient for 250 m (%);Max gradient for 500 m (%);Max gradient for 1000 m (%);Max gradient for 5 km (%);Max gradient for 10 km (%);Max gradient for 20 km (%)
lun. 31 janvier 2022 - 07:45;Aller boulot;5,28;16m 27s;987;19,27;29,03;27,69;25,90;20,71;;;;;;;;;;;3,12;2,24;1,56;0,36;;
dim. 30 janvier 2022 - 10:25;Vélo du matin;30,76;02h 45m 10s;9910;11,17;40,91;37,50;33,33;24,56;13,29;12,77;;;14,27;13,28;11,79;;;;5,76;4,40;2,26;0,60;0,41;0,19
ven. 28 janvier 2022 - 17:24;Retour boulot;5,35;18m 50s;1130;17,04;31,03;29,51;27,91;18,02;;;;;;;;;;;4,24;3,56;2,24;0,31;;
ven. 28 janvier 2022 - 09:37;Aller boulot;6,49;18m 30s;1110;21,05;32,14;29,51;26,28;23,17;;;;;;;;;;;2,56;2,04;1,24;0,01;;
jeu. 27 janvier 2022 - 17:57;Retour boulot;5,30;17m 08s;1028;18,56;33,33;31,58;30,77;20,43;;;;;;;;;;;3,68;3,12;1,88;0,24;;
jeu. 27 janvier 2022 - 07:32;Aller boulot;5,26;16m 49s;1009;18,78;28,13;26,47;24,66;22,06;;;;;;;;;;;3,60;1,64;1,24;0,25;;
mer. 26 janvier 2022 - 18:07;Retour boulot;5,38;17m 34s;1054;18,38;31,03;30,51;29,51;19,29;;;;;;;;;;;3,84;2,96;1,84;0,27;;
mer. 26 janvier 2022 - 07:31;Aller boulot;5,24;15m 38s;938;20,12;29,03;28,13;25,71;22,87;;;;;;;;;;;2,56;1,76;1,44;0,23;;
mar. 25 janvier 2022 - 17:38;Retour boulot;5,25;14m 05s;845;22,38;31,03;30,51;29,75;23,87;;;;;;;;;;;3,12;2,72;2,48;0,77;;
mar. 25 janvier 2022 - 07:31;Aller boulot;5,25;15m 34s;934;20,24;29,03;29,03;25,90;21,71;;;;;;;;;;;2,88;1,68;1,24;;;
lun. 24 janvier 2022 - 18:08;Retour boulot;5,41;23m 54s;1434;13,58;33,33;29,51;26,28;14,23;;;;;;;;;;;3,92;2,56;2,02;0,46;;
lun. 24 janvier 2022 - 07:32;Aller boulot;5,43;21m 34s;1294;15,10;31,03;28,57;26,28;16,10;;;;;;;;;;;2,64;2,00;1,62;0,18;;
jeu. 20 janvier 2022 - 18:13;Retour boulot;5,27;15m 36s;936;20,28;27,27;26,87;25,90;21,63;;;;;;;;;;;3,12;2,84;2,30;0,68;;
jeu. 20 janvier 2022 - 07:33;Aller boulot;5,25;16m 30s;990;19,08;29,03;27,69;25,00;21,15;;;;;;;;;;;3,04;2,24;1,84;0,39;;
jeu. 13 janvier 2022 - 18:09;Retour boulot;5,26;15m 39s;939;20,17;32,14;31,03;29,03;21,48;;;;;;;;;;;3,68;2,80;2,18;0,71;;
jeu. 13 janvier 2022 - 07:57;Aller boulot;5,25;14m 30s;870;21,73;33,33;31,03;27,48;23,11;;;;;;;;;;;4,08;2,24;1,62;;;
mer. 12 janvier 2022 - 17:52;Retour boulot;5,30;14m 56s;896;21,28;29,03;28,57;26,47;22,50;;;;;;;;;;;4,16;2,36;1,88;0,30;;
mer. 12 janvier 2022 - 07:32;Aller boulot;5,25;14m 00s;840;22,49;34,62;31,58;28,35;23,90;;;;;;;;;;;2,56;1,44;1,04;;;
mar. 11 janvier 2022 - 18:38;Retour boulot;5,36;14m 41s;881;21,89;34,62;30,51;29,03;23,72;;;;;;;;;;;3,28;2,28;2,14;0,50;;
mar. 11 janvier 2022 - 08:35;Vélo du matin;3,82;15m 15s;915;15,04;28,13;27,69;25,71;;;;;;;;;;;;3,36;2,44;2,04;;;
mar. 11 janvier 2022 - 07:32;Aller boulot;5,25;15m 29s;929;20,35;27,27;25,71;24,00;21,51;;;;;;;;;;;2,72;1,60;1,26;0,08;;
lun. 10 janvier 2022 - 17:59;Retour boulot;5,72;24m 29s;1469;14,01;25,71;24,32;22,93;16,03;;;;;;;;;;;4,32;3,36;1,42;0,50;;
lun. 10 janvier 2022 - 07:29;Aller boulot;5,01;14m 26s;866;20,84;33,33;31,03;27,48;22,90;;;;;;;;;;;1,76;1,36;1,02;0,07;;
ven. 07 janvier 2022 - 13:15;Sortie à vélo l'après-midi;4,07;11m 13s;673;21,78;34,62;32,73;30,77;;;;;;;;;;;;2,88;2,12;1,16;;;
ven. 07 janvier 2022 - 12:23;Sortie à vélo le midi;4,03;11m 45s;705;20,59;28,13;27,27;24,66;;;;;;;;;;;;2,88;2,16;1,52;;;
jeu. 06 janvier 2022 - 18:02;Retour boulot;5,32;20m 06s;1206;15,89;29,03;28,13;26,09;16,62;;;;;;;;;;;3,92;2,36;2,14;0,52;;
jeu. 06 janvier 2022 - 07:32;Aller boulot;5,27;16m 06s;966;19,64;29,03;28,13;25,53;21,98;;;;;;;;;;;2,72;2,20;1,64;0,27;;
mer. 05 janvier 2022 - 18:47;Retour boulot;5,33;15m 18s;918;20,89;34,62;32,14;27,91;22,25;;;;;;;;;;;3,04;2,68;2,38;0,69;;
mer. 05 janvier 2022 - 07:31;Aller boulot;5,30;15m 57s;957;19,93;29,03;27,27;25,00;21,15;;;;;;;;;;;2,56;1,88;1,30;0,19;;
mar. 04 janvier 2022 - 18:04;Retour boulot;5,29;16m 08s;968;19,67;29,03;28,13;27,07;21,69;;;;;;;;;;;3,04;2,68;2,26;0,40;;
mar. 04 janvier 2022 - 07:33;Aller boulot;5,28;16m 46s;1006;18,88;26,47;25,35;22,78;19,98;;;;;;;;;;;4,24;2,32;1,48;0,14;;
lun. 03 janvier 2022 - 18:00;Retour boulot;5,29;16m 51s;1011;18,85;32,14;30,51;28,35;21,77;;;;;;;;;;;3,36;2,00;1,52;0,12;;
lun. 03 janvier 2022 - 07:33;Aller boulot;5,27;16m 46s;1006;18,87;26,47;25,35;22,78;19,96;;;;;;;;;;;2,84;1,66;1,03;;;
mar. 28 décembre 2021 - 14:21;Sortie à vélo l'après-midi;28,08;02h 06m 46s;7606;13,29;39,13;36,00;34,29;21,66;18,87;12,98;;;19,35;14,23;12,84;;;;10,80;7,84;4,20;0,99;0,49;0,10
lun. 20 décembre 2021 - 14:44;Retour boulot;5,50;35m 43s;2143;9,24;27,27;26,09;24,32;20,86;;;;;10,87;;;;;;2,80;2,36;2,24;0,49;;
lun. 20 décembre 2021 - 08:17;Aller boulot;5,28;14m 27s;867;21,92;37,50;33,96;30,77;24,79;;;;;;;;;;;2,24;1,92;1,56;0,18;;
ven. 17 décembre 2021 - 15:32;Sortie à vélo l'après-midi;8,97;31m 04s;1864;17,33;25,00;24,00;23,38;18,61;;;;;17,71;;;;;;4,32;3,08;2,00;0,99;;
ven. 17 décembre 2021 - 08:02;Vélo du matin;8,99;40m 59s;2459;13,16;37,50;33,96;27,91;23,97;;;;;17,95;;;;;;3,04;1,56;1,16;;;
jeu. 16 décembre 2021 - 17:24;Sortie à vélo l'après-midi;8,97;27m 59s;1679;19,23;29,03;28,13;26,67;20,20;;;;;;;;;;;6,00;3,32;2,02;0,62;;
jeu. 16 décembre 2021 - 08:16;Vélo du matin;8,90;23m 06s;1386;23,12;34,62;32,14;28,80;25,07;;;;;;;;;;;2,96;1,84;1,36;;;
mer. 15 décembre 2021 - 17:18;Sortie à vélo l'après-midi;9,15;29m 09s;1749;18,83;26,47;26,09;25,17;20,76;;;;;;;;;;;4,40;2,88;2,18;0,74;;
mer. 15 décembre 2021 - 08:13;Vélo du matin;8,98;26m 05s;1565;20,66;34,62;31,58;27,69;24,36;;;;;;;;;;;2,00;1,60;1,18;0,04;;
mar. 14 décembre 2021 - 18:10;Retour boulot;5,40;16m 10s;970;20,02;33,33;31,03;29,51;21,45;;;;;;;;;;;3,12;2,36;1,88;0,56;;
mar. 14 décembre 2021 - 07:31;Aller boulot;5,52;17m 16s;1036;19,18;33,33;31,58;27,91;23,44;;;;;;;;;;;2,88;1,56;1,06;;;
lun. 13 décembre 2021 - 17:59;Retour boulot;5,30;16m 04s;964;19,80;31,03;30,00;29,51;22,47;;;;;;;;;;;4,16;2,00;1,86;0,22;;
lun. 13 décembre 2021 - 13:58;Sortie à vélo l'après-midi;3,42;11m 39s;699;17,60;24,32;23,08;22,09;;;;;;;;;;;;5,36;4,48;2,74;;;
lun. 13 décembre 2021 - 12:20;Sortie à vélo le midi;3,40;09m 15s;555;22,06;32,14;29,03;27,69;;;;;;;;;;;;1,76;0,96;0,18;;;
lun. 13 décembre 2021 - 07:30;Aller boulot;5,24;17m 40s;1060;17,80;23,68;23,08;22,64;19,54;;;;;;;;;;;2,88;1,72;1,22;;;
ven. 10 décembre 2021 - 17:32;Sortie à vélo l'après-midi;1,26;04m 40s;280;16,19;24,32;21,69;19,89;;;;;;;;;;;;3,36;2,44;0,94;;;
ven. 10 décembre 2021 - 12:00;Sortie à vélo le midi;6,81;01h 18m 31s;4711;5,20;33,33;29,51;28,13;7,62;;;;;8,11;6,80;;;;;7,36;5,24;4,04;0,30;;
ven. 10 décembre 2021 - 07:35;Aller boulot;5,23;17m 21s;1041;18,08;25,00;24,32;22,64;19,23;;;;;;;;;;;2,64;1,44;1,18;;;
jeu. 09 décembre 2021 - 18:11;Retour boulot;5,42;17m 58s;1078;18,09;28,13;27,27;26,67;22,30;;;;;;;;;;;4,24;2,00;1,54;0,14;;
jeu. 09 décembre 2021 - 12:10;Sortie à vélo le midi;2,22;07m 10s;430;18,63;34,62;32,73;27,48;;;;;;;;;;;;3,04;2,32;1,36;;;
jeu. 09 décembre 2021 - 08:21;Aller boulot;5,24;14m 41s;881;21,41;32,14;29,51;28,13;23,87;;;;;;;;;;;3,76;1,88;1,58;0,09;;
mer. 08 décembre 2021 - 17:34;Retour boulot;5,27;13m 54s;834;22,76;33,33;32,14;30,25;24,10;;;;;;;;;;;3,92;1,96;1,72;0,21;;
mer. 08 décembre 2021 - 07:33;Aller boulot;5,22;16m 03s;963;19,53;26,47;25,35;23,53;20,50;;;;;;;;;;;3,28;2,00;1,56;0,23;;
mar. 07 décembre 2021 - 17:54;Retour boulot;5,26;13m 26s;806;23,48;34,62;32,14;31,03;25,14;;;;;;;;;;;2,08;1,80;1,50;0,21;;
mar. 07 décembre 2021 - 07:34;Aller boulot;5,23;15m 43s;943;19,97;28,13;26,47;24,49;21,23;;;;;;;;;;;2,96;1,84;1,26;;;
lun. 06 décembre 2021 - 17:52;Retour boulot;5,24;15m 27s;927;20,35;29,03;27,69;26,87;21,56;;;;;;;;;;;3,04;2,60;2,18;0,23;;
lun. 06 décembre 2021 - 07:30;Aller boulot;5,22;14m 41s;881;21,34;27,27;26,47;25,00;22,61;;;;;;;;;;;2,64;2,00;1,52;0,08;;
ven. 03 décembre 2021 - 17:47;Retour boulot;5,26;15m 10s;910;20,82;36,00;33,33;30,25;22,30;;;;;;;;;;;2,72;1,68;1,28;0,14;;
ven. 03 décembre 2021 - 08:40;Aller boulot;5,29;16m 12s;972;19,60;26,47;25,35;23,08;20,39;;;;;;;;;;;2,80;1,68;1,06;;;
jeu. 02 décembre 2021 - 18:03;Retour boulot;6,07;26m 14s;1574;13,87;31,03;28,13;27,48;21,43;;;;;;;;;;;2,48;2,16;1,66;0,36;;
jeu. 02 décembre 2021 - 07:31;Aller boulot;5,23;17m 02s;1022;18,43;30,00;26,47;25,00;20,71;;;;;;;;;;;2,96;2,16;1,68;0,06;;
mer. 01 décembre 2021 - 17:58;Retour boulot;5,24;15m 55s;955;19,77;30,00;29,51;28,13;20,98;;;;;;;;;;;3,52;1,92;1,72;0,31;;
mer. 01 décembre 2021 - 12:19;Aller boulot;5,26;16m 32s;992;19,10;29,03;28,13;26,28;21,71;;;;;;;;;;;2,32;1,80;1,34;;;
mar. 30 novembre 2021 - 18:21;Retour boulot;5,24;12m 47s;767;24,57;37,50;36,73;35,29;26,51;;;;;;;;;;;2,72;2,04;1,80;0,36;;
mar. 30 novembre 2021 - 14:01;Sortie à vélo l'après-midi;2,30;07m 37s;457;18,14;24,32;21,95;20,45;;;;;;;;;;;;8,24;6,64;3,90;;;
mar. 30 novembre 2021 - 12:07;Sortie à vélo le midi;2,23;06m 21s;381;21,04;31,03;25,00;23,08;;;;;;;;;;;;2,16;0,92;0,08;;;
mar. 30 novembre 2021 - 07:32;Aller boulot;5,24;15m 59s;959;19,67;25,71;24,66;23,23;20,74;;;;;;;;;;;2,64;2,24;1,72;0,09;;
lun. 29 novembre 2021 - 17:49;Retour boulot;6,96;01h 12m 46s;4366;5,74;26,47;22,78;20,93;13,78;;;;;11,16;6,60;;;;;4,16;2,00;1,54;0,59;;
lun. 29 novembre 2021 - 07:33;Aller boulot;5,25;15m 55s;955;19,79;27,27;25,35;23,38;20,95;;;;;;;;;;;2,96;1,72;1,20;;;
ven. 26 novembre 2021 - 17:42;Retour boulot;5,26;16m 05s;965;19,63;31,03;29,51;27,07;20,74;;;;;;;;;;;2,56;2,20;1,84;0,35;;
ven. 26 novembre 2021 - 13:47;Sortie à vélo l'après-midi;2,49;08m 48s;528;17,00;25,71;23,08;21,56;;;;;;;;;;;;3,12;2,68;1,18;;;
ven. 26 novembre 2021 - 12:25;Sortie à vélo le midi;2,59;13m 10s;790;11,80;25,00;23,38;21,82;;;;;;;;;;;;2,32;1,48;0,90;;;
ven. 26 novembre 2021 - 07:33;Aller boulot;5,24;17m 18s;1038;18,17;25,00;24,00;21,82;19,44;;;;;;;;;;;3,44;1,96;1,34;0,01;;
jeu. 25 novembre 2021 - 17:48;Retour boulot;5,42;20m 55s;1255;15,54;26,47;26,09;25,00;15,99;;;;;;;;;;;3,04;1,92;1,54;0,45;;
jeu. 25 novembre 2021 - 14:00;Sortie à vélo l'après-midi;1,77;05m 03s;303;21,01;28,13;26,87;24,83;;;;;;;;;;;;3,28;2,68;1,02;;;
jeu. 25 novembre 2021 - 12:22;Sortie à vélo le midi;1,74;04m 51s;291;21,54;29,03;27,27;22,93;;;;;;;;;;;;2,08;1,36;0,82;;;
jeu. 25 novembre 2021 - 07:35;Aller boulot;5,27;16m 12s;972;19,51;29,03;27,27;24,83;20,81;;;;;;;;;;;3,28;2,12;1,20;0,05;;
mer. 24 novembre 2021 - 21:30;Retour boulot;8,66;26m 33s;1593;19,57;27,27;26,09;25,35;22,42;;;;;;;;;;;4,16;2,92;2,16;1,10;;
mer. 24 novembre 2021 - 18:19;Sortie à vélo le soir;3,69;27m 25s;1645;8,07;42,86;33,33;27,69;;;;;;;;;;;;3,12;2,08;1,04;;;
mer. 24 novembre 2021 - 07:31;Aller boulot;5,25;15m 14s;914;20,67;29,03;26,87;24,83;22,11;;;;;;;;;;;2,80;1,84;1,40;0,09;;
mar. 23 novembre 2021 - 18:37;Retour boulot;5,27;25m 22s;1522;12,47;30,00;28,57;26,67;21,00;;;;;;;;;;;2,48;2,24;1,86;0,48;;
mar. 23 novembre 2021 - 07:32;Aller boulot;5,23;15m 35s;935;20,14;28,13;27,27;25,71;21,82;;;;;;;;;;;5,52;2,60;1,40;0,29;;
lun. 22 novembre 2021 - 17:53;Retour boulot;5,41;24m 29s;1469;13,25;24,32;22,78;19,05;13,77;;;;;;;;;;;3,36;2,20;1,60;0,50;;
lun. 22 novembre 2021 - 14:26;Sortie à vélo l'après-midi;2,09;08m 58s;538;13,99;22,50;21,43;18,75;;;;;;;;;;;;7,04;5,56;3,86;;;
lun. 22 novembre 2021 - 11:10;Sortie à vélo le midi;2,57;14m 47s;887;10,45;31,03;23,68;22,36;;;;;;;;;;;;2,00;0,64;;;;
lun. 22 novembre 2021 - 07:32;Aller boulot;5,24;17m 09s;1029;18,34;27,27;26,09;24,00;20,86;;;;;;;;;;;3,28;1,80;1,30;0,01;;
dim. 21 novembre 2021 - 09:43;Guichen / Plechatel avec Jean-Philippe;33,94;02h 09m 53s;7793;15,68;36,00;34,62;31,03;27,19;23,14;17,64;;;22,24;17,53;15,71;;;;13,44;6,12;4,12;1,46;0,76;0,35
ven. 19 novembre 2021 - 17:23;Retour boulot;5,30;13m 41s;821;23,24;34,62;33,96;32,73;24,97;;;;;;;;;;;2,16;1,96;1,74;0,35;;
ven. 19 novembre 2021 - 07:34;Aller boulot;5,25;15m 29s;929;20,35;31,03;28,57;25,90;22,81;;;;;;;;;;;2,80;1,64;1,14;0,01;;
jeu. 18 novembre 2021 - 16:51;Retour boulot;6,61;18m 13s;1093;21,77;33,33;32,73;31,03;24,32;;;;;;;;;;;3,20;1,96;1,48;0,35;;
jeu. 18 novembre 2021 - 07:31;Aller boulot;5,27;17m 47s;1067;17,77;30,00;29,51;26,67;22,30;;;;;;;;;;;4,24;2,84;1,22;0,24;;
mer. 17 novembre 2021 - 18:09;Retour boulot;5,31;20m 00s;1200;15,92;36,00;30,00;26,87;17,53;;;;;;;;;;;3,20;1,92;1,58;0,34;;
mer. 17 novembre 2021 - 07:32;Aller boulot;5,24;15m 52s;952;19,82;25,71;24,66;23,38;20,95;;;;;;;;;;;2,32;1,52;1,14;;;
mar. 16 novembre 2021 - 17:56;Retour boulot;5,30;20m 05s;1205;15,83;28,13;26,87;24,49;16,71;;;;;;;;;;;3,36;1,76;1,26;0,24;;
mar. 16 novembre 2021 - 07:42;Aller boulot;5,25;14m 56s;896;21,11;31,03;28,57;25,90;22,84;;;;;;;;;;;6,48;4,12;2,14;0,41;;
lun. 15 novembre 2021 - 17:49;Retour boulot;6,63;01h 53m 01s;6781;3,52;21,95;20,93;19,89;8,08;;;;;9,66;5,44;;;;;3,28;2,80;1,80;0,48;;
lun. 15 novembre 2021 - 07:33;Aller boulot;5,13;15m 40s;940;19,64;27,27;26,09;24,00;21,53;;;;;;;;;;;2,72;1,60;1,20;;;
ven. 12 novembre 2021 - 08:42;On cherche mon téléphone dans la forêt avec Cédric;51,54;03h 39m 59s;13199;14,06;42,86;40,00;33,33;24,90;19,64;15,04;13,99;;19,55;18,41;14,38;14,12;;;10,88;7,28;3,56;0,93;0,51;0,20
mer. 10 novembre 2021 - 18:05;Retour boulot;5,30;19m 00s;1140;16,73;30,00;27,69;24,83;17,84;;;;;;;;;;;3,60;2,36;1,80;0,54;;
mer. 10 novembre 2021 - 07:32;Aller boulot;5,27;15m 54s;954;19,89;27,27;25,71;24,00;22,03;;;;;;;;;;;2,80;1,68;1,04;;;
mar. 09 novembre 2021 - 18:01;Retour boulot;5,27;14m 12s;852;22,27;36,00;33,96;33,03;23,90;;;;;;;;;;;2,24;1,80;1,62;0,19;;
mar. 09 novembre 2021 - 07:32;Aller boulot;5,25;15m 54s;954;19,80;27,27;25,71;24,00;22,03;;;;;;;;;;;2,72;1,68;1,24;0,05;;
lun. 08 novembre 2021 - 17:51;Retour boulot;5,42;17m 34s;1054;18,53;30,00;29,03;28,57;20,11;;;;;;;;;;;2,48;2,00;1,50;0,26;;
lun. 08 novembre 2021 - 07:29;Aller boulot;5,23;17m 13s;1033;18,21;26,47;25,00;22,64;20,36;;;;;;;;;;;4,88;3,96;2,94;0,31;;
jeu. 04 novembre 2021 - 17:46;Retour boulot;1,43;24m 56s;1496;3,45;29,03;26,87;24,83;;;;;;;;;;;;2,48;2,16;1,54;;;
jeu. 04 novembre 2021 - 08:07;Aller boulot;5,39;15m 04s;904;21,46;32,14;30,51;28,13;24,19;;;;;;;;;;;2,96;1,64;1,18;;;
mer. 03 novembre 2021 - 17:48;Retour boulot;5,25;14m 35s;875;21,60;36,00;33,96;30,00;22,81;;;;;;;;;;;3,20;1,96;1,64;0,30;;
mer. 03 novembre 2021 - 07:54;Aller boulot;5,25;14m 56s;896;21,11;31,03;29,51;26,09;22,36;;;;;;;;;;;2,00;1,52;1,12;;;
mar. 02 novembre 2021 - 18:06;Retour boulot;5,45;16m 19s;979;20,04;34,62;33,33;32,14;24,56;;;;;;;;;;;2,64;1,92;1,60;0,37;;
mar. 02 novembre 2021 - 08:09;Aller boulot;5,27;16m 15s;975;19,47;32,14;31,03;28,35;21,23;;;;;;;;;;;3,12;1,92;0,76;;;
ven. 29 octobre 2021 - 17:52;Retour boulot;5,27;12m 24s;744;25,48;36,00;35,29;33,33;26,95;;;;;;;;;;;2,80;2,08;1,50;0,34;;
ven. 29 octobre 2021 - 08:23;Aller boulot;5,26;02h 43m 52s;9832;1,92;30,00;28,57;25,90;22,09;;;;;10,49;5,26;2,63;;;;3,68;2,92;1,72;0,20;;
jeu. 28 octobre 2021 - 18:57;Retour boulot;5,24;12m 38s;758;24,89;33,33;31,58;31,58;25,97;;;;;;;;;;;2,40;2,00;1,72;0,32;;
jeu. 28 octobre 2021 - 08:25;Aller boulot;4,92;13m 26s;806;21,96;33,33;32,14;29,51;;;;;;;;;;;;2,56;1,44;1,14;;;
mer. 27 octobre 2021 - 17:49;Retour boulot;5,44;23m 25s;1405;13,94;30,00;28,57;25,71;19,23;;;;;;;;;;;3,28;1,84;1,64;0,43;;
mer. 27 octobre 2021 - 08:05;Aller boulot;5,25;23m 46s;1426;13,26;32,14;28,13;26,47;18,05;;;;;;;;;;;2,32;1,52;1,12;;;
dim. 24 octobre 2021 - 10:13;Vélo du matin;16,98;02h 01m 38s;7298;8,38;33,33;32,14;28,80;23,23;7,75;;;;12,92;9,33;8,29;;;;4,88;3,56;1,90;0,49;0,28;
ven. 22 octobre 2021 - 17:37;Retour boulot;3,41;08m 38s;518;23,69;32,14;30,51;29,75;;;;;;;;;;;;3,84;2,20;1,56;;;
ven. 22 octobre 2021 - 07:32;Aller boulot;5,26;16m 17s;977;19,37;27,27;26,09;24,32;20,93;;;;;;;;;;;2,72;1,56;1,26;;;
jeu. 21 octobre 2021 - 18:09;Retour boulot;5,27;14m 51s;891;21,30;30,00;29,03;27,69;22,39;;;;;;;;;;;3,28;2,00;1,50;0,35;;
jeu. 21 octobre 2021 - 07:33;Aller boulot;5,25;17m 22s;1042;18,12;24,32;22,50;20,93;19,09;;;;;;;;;;;3,36;1,80;1,06;;;
mer. 20 octobre 2021 - 17:44;Retour boulot;5,26;14m 00s;840;22,56;33,33;32,14;30,77;23,81;;;;;;;;;;;3,76;2,32;1,68;0,40;;
mer. 20 octobre 2021 - 07:32;Aller boulot;5,23;16m 45s;1005;18,75;23,68;22,78;22,64;19,76;;;;;;;;;;;2,72;2,00;1,26;;;
mar. 19 octobre 2021 - 18:33;Retour boulot;5,24;13m 01s;781;24,17;34,62;32,14;30,25;25,57;;;;;;;;;;;2,96;1,80;1,52;0,29;;
mar. 19 octobre 2021 - 07:32;Aller boulot;5,29;17m 15s;1035;18,40;25,71;24,32;21,95;19,19;;;;;;;;;;;4,64;3,84;2,90;0,27;;
lun. 18 octobre 2021 - 18:41;Retour boulot;5,29;14m 22s;862;22,10;32,14;30,51;29,51;23,50;;;;;;;;;;;3,20;2,04;1,66;0,33;;
lun. 18 octobre 2021 - 07:32;Aller boulot;5,23;15m 03s;903;20,84;27,27;26,87;24,66;21,87;;;;;;;;;;;2,80;1,64;1,14;;;
dim. 17 octobre 2021 - 09:57;Vélo du matin;35,08;01h 59m 27s;7167;17,62;47,37;43,90;31,58;22,76;22,36;18,09;;;21,29;18,60;;;;;6,64;5,00;4,10;0,81;0,40;0,11
ven. 15 octobre 2021 - 13:52;Retour boulot;7,64;24m 19s;1459;18,85;34,62;31,58;27,91;21,10;;;;;;;;;;;5,28;4,08;3,24;0,81;;
ven. 15 octobre 2021 - 12:08;Sortie à vélo le midi;3,36;46m 52s;2812;4,30;34,62;28,57;25,00;;;;;;6,29;;;;;;3,28;2,52;1,16;;;
ven. 15 octobre 2021 - 07:33;Aller boulot;5,25;17m 03s;1023;18,47;28,13;26,47;24,49;20,50;;;;;;;;;;;2,80;1,60;1,16;;;
jeu. 14 octobre 2021 - 20:57;Retour boulot;8,67;24m 52s;1492;20,91;30,00;29,51;28,57;24,13;;;;;;;;;;;4,08;2,76;1,90;0,92;;
jeu. 14 octobre 2021 - 18:47;Sortie à vélo le soir;3,25;08m 16s;496;23,55;37,50;33,96;28,35;;;;;;;;;;;;3,52;2,00;1,08;;;
jeu. 14 octobre 2021 - 07:32;Aller boulot;5,26;01h 51m 51s;6711;2,82;28,13;27,69;25,17;21,95;;;;;10,52;5,26;;;;;2,32;1,48;1,14;;;
mer. 13 octobre 2021 - 18:32;Retour boulot;5,28;15m 12s;912;20,86;31,03;29,51;27,91;21,98;;;;;;;;;;;3,52;1,84;1,54;0,32;;
mer. 13 octobre 2021 - 07:30;Aller boulot;5,30;17m 01s;1021;18,67;28,13;25,71;22,50;19,80;;;;;;;;;;;3,52;2,32;1,48;0,18;;
mar. 12 octobre 2021 - 16:28;Sortie à vélo l'après-midi;6,93;25m 12s;1512;16,49;31,03;27,27;25,00;15,69;;;;;;;;;;;4,64;2,24;2,08;0,48;;
mar. 12 octobre 2021 - 15:32;Sortie à vélo l'après-midi;6,66;18m 30s;1110;21,58;30,00;28,13;25,35;23,35;;;;;;;;;;;2,80;1,72;1,10;;;
mar. 12 octobre 2021 - 14:09;Sortie à vélo l'après-midi;5,26;16m 07s;967;19,60;27,27;25,35;24,49;20,81;;;;;;;;;;;2,88;1,72;1,44;0,32;;
mar. 12 octobre 2021 - 07:32;Aller boulot;5,26;16m 52s;1012;18,71;26,47;24,66;22,93;19,93;;;;;;;;;;;4,80;3,88;2,72;0,32;;
lun. 11 octobre 2021 - 17:56;Retour boulot;6,37;24m 54s;1494;15,35;29,03;24,66;20,69;15,96;;;;;;;;;;;3,60;2,04;1,58;0,25;;
lun. 11 octobre 2021 - 08:00;Vélo du matin;5,27;17m 29s;1049;18,10;32,14;31,03;29,75;23,41;;;;;;;;;;;2,88;1,64;1,06;;;
dim. 10 octobre 2021 - 09:13;Sortie avec Clément (maillot à pois !);47,73;03h 08m 34s;11314;15,19;52,94;47,37;34,95;22,76;17,93;16,33;;;18,15;16,47;15,22;15,07;;;10,32;7,84;4,16;0,98;0,47;0,22
ven. 08 octobre 2021 - 17:40;Sortie à vélo l'après-midi;5,25;15m 33s;933;20,27;29,03;27,69;26,09;21,05;;;;;;;;;;;3,76;1,76;1,36;0,30;;
ven. 08 octobre 2021 - 08:18;Aller boulot;5,26;13m 15s;795;23,81;33,33;32,14;29,27;25,82;;;;;;;;;;;2,56;1,44;1,02;;;
jeu. 07 octobre 2021 - 22:59;Retour boulot;4,07;13m 07s;787;18,60;28,13;27,27;26,47;;;;;;;;;;;;3,12;2,20;1,00;;;
jeu. 07 octobre 2021 - 07:31;Aller boulot;5,24;16m 20s;980;19,26;26,47;25,71;24,00;20,48;;;;;;;;;;;2,72;1,52;1,14;;;
mer. 06 octobre 2021 - 18:17;Retour boulot;5,58;31m 54s;1914;10,49;29,03;26,47;24,66;19,80;;;;;11,08;;;;;;3,60;1,88;1,58;0,35;;
mer. 06 octobre 2021 - 07:32;Aller boulot;5,27;16m 09s;969;19,59;28,13;26,47;24,16;21,43;;;;;;;;;;;2,64;1,76;1,08;;;
mar. 05 octobre 2021 - 17:57;Retour boulot;5,26;14m 27s;867;21,83;36,00;35,29;31,58;22,70;;;;;;;;;;;3,20;2,00;1,50;0,31;;
mar. 05 octobre 2021 - 14:07;Sortie à vélo l'après-midi;8,47;21m 31s;1291;23,61;37,50;36,73;31,03;25,75;;;;;;;;;;;4,96;3,48;2,20;0,72;;
mar. 05 octobre 2021 - 11:55;Sortie à vélo le midi;8,71;25m 56s;1556;20,15;32,14;32,14;25,00;21,51;;;;;;;;;;;3,20;1,96;1,26;0,10;;
